,S1,S2,S3,C1,C2,C3,genes,ave_S,ave_C,logFC,FC,Acc,PValue,FDR,candidate,log10p,Protein IDs,Majority protein IDs,Peptide counts (all),Peptide counts (razor+unique),Peptide counts (unique),Protein names_x,Gene names_x,Fasta headers,Number of proteins,Peptides,Razor + unique peptides,Unique peptides,Peptides PS-TMT,Razor + unique peptides PS-TMT,Unique peptides PS-TMT,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Sequence length,Sequence lengths,Q-value,Score,david_input,yourlist,Entry,Entry name,Protein names_y,Gene names_y,Organism,Length,Transmembrane,Transit peptide,Signal peptide
69,99603.17878073825,102675.1329860712,104424.59712459703,44934.66958762613,45940.670456014515,45942.7214089942,3103_COL5A1,102234.302963802,45606.0204842116,-1.1645831557327,-2.24168436268617,3103_COL5A1,4.287022528232299e-09,5.17491857611333e-07,high,8.36784423427307,P20908;P12107,P20908,8;1,8;1,8;1,Collagen alpha-1(V) chain,COL5A1,sp|P20908|CO5A1_HUMAN Collagen alpha-1(V) chain OS=Homo sapiens OX=9606 GN=COL5A1 PE=1 SV=3,2,8,8,8,8,8,8,4.8,4.8,4.8,183.56,1838,1838;1806,0.0,16.572,CO5A1_HUMAN,CO5A1_HUMAN,P20908,CO5A1_HUMAN,Collagen alpha-1(V) chain,COL5A1,Homo sapiens (Human),1838,,,SIGNAL 1 37 {ECO:0000255}.
70,7141.837988350722,7257.850244352689,6523.63409549026,3312.022719142299,3834.5294519309364,3227.978960388252,3125_IDS,6974.440776064561,3458.1770438205,-1.01206581288078,-2.0167969099579097,3125_IDS,1.94220603369145e-05,0.000151452834142404,high,4.711704701024805,P22304;H0YB91;O60597;B3KWA1,P22304;H0YB91;O60597;B3KWA1,4;2;2;2,4;2;2;2,4;2;2;2,Iduronate 2-sulfatase;Iduronate 2-sulfatase 42 kDa chain;Iduronate 2-sulfatase 14 kDa chain,IDS,sp|P22304|IDS_HUMAN Iduronate 2-sulfatase OS=Homo sapiens OX=9606 GN=IDS PE=1 SV=1;tr|H0YB91|H0YB91_HUMAN Iduronate 2-sulfatase (Fragment) OS=Homo sapiens OX=9606 GN=IDS PE=1 SV=1;tr|O60597|O60597_HUMAN Iduronate 2-sulfatase OS=Homo sapiens OX=9606 GN=IDS ,4,4,4,4,4,4,4,8.2,8.2,8.2,61.872,550,550;106;179;339,0.0,6.9241,IDS_HUMAN,IDS_HUMAN,P22304,IDS_HUMAN,Iduronate 2-sulfatase (EC 3.1.6.13) (Alpha-L-iduronate sulfate sulfatase) (Idursulfase) [Cleaved into: Iduronate 2-sulfatase 42 kDa chain; Iduronate 2-sulfatase 14 kDa chain],IDS SIDS,Homo sapiens (Human),550,,,SIGNAL 1 25 {ECO:0000255}.
71,12460.756982299052,14075.43347079342,13659.819297656,2660.1442287673344,2823.5086877472586,2849.730758778362,3152_ITPKA,13398.669916916202,2777.79455843099,-2.2700779829741697,-4.823492031204889,3152_ITPKA,1.3687200931828897e-08,9.497994714042179e-07,high,7.863685357136384,P23677;C9JC74,P23677;C9JC74,2;1,2;1,2;1,Inositol-trisphosphate 3-kinase A,ITPKA,sp|P23677|IP3KA_HUMAN Inositol-trisphosphate 3-kinase A OS=Homo sapiens OX=9606 GN=ITPKA PE=1 SV=1;tr|C9JC74|C9JC74_HUMAN Kinase (Fragment) OS=Homo sapiens OX=9606 GN=ITPKA PE=1 SV=1,2,2,2,2,2,2,2,4.3,4.3,4.3,51.008,461,461;260,0.0,5.7388,IP3KA_HUMAN,IP3KA_HUMAN,P23677,IP3KA_HUMAN,"Inositol-trisphosphate 3-kinase A (EC 2.7.1.127) (Inositol 1,4,5-trisphosphate 3-kinase A) (IP3 3-kinase A) (IP3K A) (InsP 3-kinase A)",ITPKA,Homo sapiens (Human),461,,,
72,159698.47792974455,124013.92716454034,131859.19169167118,38940.08214586055,46858.4097144627,44491.38354874202,3162_IGFBP5,138523.86559531902,43429.9584696884,-1.67337207420493,-3.18959240294923,3162_IGFBP5,3.35226452014436e-07,7.81267384015531e-06,high,6.474661719425272,P24593;C9JXX4,P24593;C9JXX4,8;4,8;4,8;4,Insulin-like growth factor-binding protein 5,IGFBP5,sp|P24593|IBP5_HUMAN Insulin-like growth factor-binding protein 5 OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1;tr|C9JXX4|C9JXX4_HUMAN Insulin-like growth factor-binding protein 5 (Fragment) OS=Homo sapiens OX=9606 GN=IGFBP5 PE=1 SV=1,2,8,8,8,8,8,8,31.2,31.2,31.2,30.57,272,272;233,0.0,32.209,IBP5_HUMAN,IBP5_HUMAN,P24593,IBP5_HUMAN,Insulin-like growth factor-binding protein 5 (IBP-5) (IGF-binding protein 5) (IGFBP-5),IGFBP5 IBP5,Homo sapiens (Human),272,,,SIGNAL 1 20 {ECO:0000255}.
73,1695401.3090117718,1794700.899515948,1722345.4422282786,504787.4194158211,601288.8170212618,593883.9292754083,3165_TNC,1737482.550252,566653.38857083,-1.6164600486365899,-3.0662175243214302,3165_TNC,1.3544794530969299e-08,9.497994714042179e-07,high,7.868227578651711,P24821;J3QSU6;E9PC84;F5H7V9;H0YGZ3;F5H5D6,P24821;J3QSU6;E9PC84;F5H7V9,68;65;62;58;18;1,68;65;62;58;18;1,68;65;62;58;18;1,Tenascin,TNC,sp|P24821|TENA_HUMAN Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=3;tr|J3QSU6|J3QSU6_HUMAN Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=1;tr|E9PC84|E9PC84_HUMAN Tenascin OS=Homo sapiens OX=9606 GN=TNC PE=1 SV=1;tr|F5H7V9|F5H7V9_HUMAN Tenascin OS=Homo,6,68,68,68,68,68,68,36.8,36.8,36.8,240.85,2201,2201;2019;1928;1838;615;92,0.0,323.31,TENA_HUMAN,TENA_HUMAN,P24821,TENA_HUMAN,Tenascin (TN) (Cytotactin) (GMEM) (GP 150-225) (Glioma-associated-extracellular matrix antigen) (Hexabrachion) (JI) (Myotendinous antigen) (Neuronectin) (Tenascin-C) (TN-C),TNC HXB,Homo sapiens (Human),2201,,,SIGNAL 1 22 {ECO:0000269|PubMed:1707164}.
74,7812.859781857492,7678.165584715768,8527.504366523814,3699.170965161857,3484.1113510922505,3760.65812244844,3178_CTSS,8006.17657769902,3647.9801462341798,-1.1340155571801298,-2.19468754125864,3178_CTSS,2.97869813111619e-06,3.51077092705603e-05,high,5.52597350706803,P25774;U3KPS4;U3KQE7,P25774;U3KPS4;U3KQE7,4;2;2,4;2;2,4;2;2,Cathepsin S,CTSS,sp|P25774|CATS_HUMAN Cathepsin S OS=Homo sapiens OX=9606 GN=CTSS PE=1 SV=3;tr|U3KPS4|U3KPS4_HUMAN Cathepsin S (Fragment) OS=Homo sapiens OX=9606 GN=CTSS PE=1 SV=1;tr|U3KQE7|U3KQE7_HUMAN Cathepsin S (Fragment) OS=Homo sapiens OX=9606 GN=CTSS PE=1 SV=1,3,4,4,4,4,4,4,13.9,13.9,13.9,37.495,331,331;96;117,0.0,10.554,CATS_HUMAN,CATS_HUMAN,P25774,CATS_HUMAN,Cathepsin S (EC 3.4.22.27),CTSS,Homo sapiens (Human),331,,,SIGNAL 1 16 {ECO:0000255}.
75,62909.3526493547,58353.90643105851,66432.82147732502,11177.61616226667,15274.611004829076,16121.300453091095,3184_PTX3,62565.360185912694,14191.175873395601,-2.14036998319517,-4.408750955106179,3184_PTX3,3.1566997048510103e-07,7.49837591429224e-06,high,6.500766730343823,P26022,P26022,9,9,9,Pentraxin-related protein PTX3,PTX3,sp|P26022|PTX3_HUMAN Pentraxin-related protein PTX3 OS=Homo sapiens OX=9606 GN=PTX3 PE=1 SV=3,1,9,9,9,9,9,9,30.4,30.4,30.4,41.975,381,381,0.0,20.79,PTX3_HUMAN,PTX3_HUMAN,P26022,PTX3_HUMAN,Pentraxin-related protein PTX3 (Pentaxin-related protein PTX3) (Tumor necrosis factor alpha-induced protein 5) (TNF alpha-induced protein 5) (Tumor necrosis factor-inducible gene 14 protein) (TSG-14),PTX3 TNFAIP5 TSG14,Homo sapiens (Human),381,,,SIGNAL 1 17 {ECO:0000255}.
76,103737.6148137133,100527.95244985836,101008.76253509302,33153.91056247418,34337.01648497817,36842.255621748765,3205_CD82,101758.10993288801,34777.7275564004,-1.5489082068278301,-2.9259562680702205,3205_CD82,2.77438773583568e-09,4.778729340656339e-07,high,8.556832843995789,P27701;E9PJC7;E9PP61;E9PJB7;E9PJK9;E9PJ45;E9PM43,P27701;E9PJC7,4;3;1;1;1;1;1,4;3;1;1;1;1;1,4;3;1;1;1;1;1,CD82 antigen;Tetraspanin,CD82,sp|P27701|CD82_HUMAN CD82 antigen OS=Homo sapiens OX=9606 GN=CD82 PE=1 SV=1;tr|E9PJC7|E9PJC7_HUMAN Tetraspanin (Fragment) OS=Homo sapiens OX=9606 GN=CD82 PE=1 SV=1,7,4,4,4,4,4,4,14.6,14.6,14.6,29.625,267,267;157;68;104;108;161;179,0.0,26.913,CD82_HUMAN,CD82_HUMAN,P27701,CD82_HUMAN,CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27) (Tspan-27) (CD antigen CD82),CD82 KAI1 SAR2 ST6 TSPAN27,Homo sapiens (Human),267,TRANSMEM 12 32 Helical. {ECO:0000255}.; TRANSMEM 54 72 Helical. {ECO:0000255}.; TRANSMEM 84 110 Helical. {ECO:0000255}.; TRANSMEM 229 250 Helical. {ECO:0000255}.,,
77,11396.539962421648,10854.662666474169,8594.718419401073,2475.622511727562,4065.942965149493,3109.5623177108996,3220_DUSP1,10281.9736827656,3217.04259819598,-1.67631028000084,-3.1960949750965204,3220_DUSP1,2.7902688639360997e-05,0.000198533415940891,high,4.554353947085545,P28562,P28562,1,1,1,Dual specificity protein phosphatase 1,DUSP1,sp|P28562|DUS1_HUMAN Dual specificity protein phosphatase 1 OS=Homo sapiens OX=9606 GN=DUSP1 PE=1 SV=3,1,1,1,1,1,1,1,2.2,2.2,2.2,39.297,367,367,0.0038065,2.1021,DUS1_HUMAN,DUS1_HUMAN,P28562,DUS1_HUMAN,Dual specificity protein phosphatase 1 (EC 3.1.3.16) (EC 3.1.3.48) (Dual specificity protein phosphatase hVH1) (Mitogen-activated protein kinase phosphatase 1) (MAP kinase phosphatase 1) (MKP-1) (Protein-tyrosine phosphatase CL100),DUSP1 CL100 MKP1 PTPN10 VH1,Homo sapiens (Human),367,,,
78,310854.9661512696,355415.38353622076,347331.2575385094,129217.83219510842,143088.17637365637,142638.22867953786,3285_GK,337867.202408667,138314.745749434,-1.2885013408250099,-2.44274173789636,3285_GK,5.23376064854552e-08,2.19889154866783e-06,high,7.281186142489563,P32189;Q14409;A6NP46;F8WC39;H7C2A0;F8WDA9;F8WBI8;F8WF44;H7BYD2,P32189;Q14409,19;16;6;5;5;4;4;2;1,19;16;6;5;5;4;4;2;1,16;14;5;4;4;3;3;2;1,Glycerol kinase;Putative glycerol kinase 3,GK;GK3P,sp|P32189|GLPK_HUMAN Glycerol kinase OS=Homo sapiens OX=9606 GN=GK PE=1 SV=3;sp|Q14409|GLPK3_HUMAN Glycerol kinase 3 OS=Homo sapiens OX=9606 GN=GK3P PE=2 SV=2,9,19,19,16,19,19,16,37.4,37.4,31.5,61.244,559,559;553;118;102;123;79;90;37;94,0.0,105.1,GLPK_HUMAN,GLPK_HUMAN,P32189,GLPK_HUMAN,Glycerol kinase (GK) (Glycerokinase) (EC 2.7.1.30) (ATP:glycerol 3-phosphotransferase),GK,Homo sapiens (Human),559,,,
79,113485.08928781164,161209.5545949529,140128.98353782616,13613.344931405485,19489.239036696355,19646.397535106156,3313_PTGS2,138274.54247353,17582.9938344027,-2.97528292604194,-7.86410686233558,3313_PTGS2,1.646009312161e-07,4.88738149610881e-06,high,6.783567712131831,P35354;Q6ZYK7,P35354,15;3,15;3,14;3,Prostaglandin G/H synthase 2,PTGS2,sp|P35354|PGH2_HUMAN Prostaglandin G/H synthase 2 OS=Homo sapiens OX=9606 GN=PTGS2 PE=1 SV=2,2,15,15,14,15,15,14,29.6,29.6,28.1,68.995,604,604;163,0.0,54.784,PGH2_HUMAN,PGH2_HUMAN,P35354,PGH2_HUMAN,Prostaglandin G/H synthase 2 (EC 1.14.99.1) (Cyclooxygenase-2) (COX-2) (PHS II) (Prostaglandin H2 synthase 2) (PGH synthase 2) (PGHS-2) (Prostaglandin-endoperoxide synthase 2),PTGS2 COX2,Homo sapiens (Human),604,,,SIGNAL 1 17 {ECO:0000255}.
80,37205.2153719087,27161.833783092345,26713.187193260634,2816.2456014826703,3062.3658766760213,3423.9046782725977,3412_CXCL5,30360.078782753902,3100.8387188104302,-3.29144513908371,-9.79092482255926,3412_CXCL5,2.3671629231442597e-08,1.27259408542471e-06,high,7.62577185014548,P42830;D6RF92;P80162,P42830,3;1;1,3;1;1,3;1;1,C-X-C motif chemokine 5;ENA-78(8-78);ENA-78(9-78),CXCL5,sp|P42830|CXCL5_HUMAN C-X-C motif chemokine 5 OS=Homo sapiens OX=9606 GN=CXCL5 PE=1 SV=1,3,3,3,3,3,3,3,25.4,25.4,25.4,11.972000000000001,114,114;113;114,0.0,6.4238,CXCL5_HUMAN,CXCL5_HUMAN,P42830,CXCL5_HUMAN,C-X-C motif chemokine 5 (ENA-78(1-78)) (Epithelial-derived neutrophil-activating protein 78) (Neutrophil-activating peptide ENA-78) (Small-inducible cytokine B5) [Cleaved into: ENA-78(8-78); ENA-78(9-78)],CXCL5 ENA78 SCYB5,Homo sapiens (Human),114,,,"SIGNAL 1 36 {ECO:0000269|PubMed:10095777, ECO:0000269|PubMed:12665801}."
81,14377.289403051722,18583.56251695709,19804.09868633115,5289.131339312324,4220.281456457309,4885.029037919597,3422_NR4A2,17588.31686878,4798.14727789641,-1.87406808272273,-3.66564756146689,3422_NR4A2,1.44161596502572e-06,2.16628228710434e-05,high,5.841150416789415,P43354;C9IYM5;E9PBQ4;C9J8W4;F8W6I3,P43354;C9IYM5;E9PBQ4;C9J8W4;F8W6I3,2;1;1;1;1,2;1;1;1;1,2;1;1;1;1,Nuclear receptor subfamily 4 group A member 2,NR4A2,sp|P43354|NR4A2_HUMAN Nuclear receptor subfamily 4 group A member 2 OS=Homo sapiens OX=9606 GN=NR4A2 PE=1 SV=1;tr|C9IYM5|C9IYM5_HUMAN Nuclear receptor subfamily 4 group A member 2 (Fragment) OS=Homo sapiens OX=9606 GN=NR4A2 PE=1 SV=1;tr|E9PBQ4|E9PBQ4_HUMAN,5,2,2,2,2,2,2,2.5,2.5,2.5,66.59,598,598;258;392;490;553,0.0081893,1.6884,NR4A2_HUMAN,NR4A2_HUMAN,P43354,NR4A2_HUMAN,Nuclear receptor subfamily 4 group A member 2 (Immediate-early response protein NOT) (Orphan nuclear receptor NURR1) (Transcriptionally-inducible nuclear receptor),NR4A2 NOT NURR1 TINUR,Homo sapiens (Human),598,,,
82,978326.2303085371,967086.313190727,937524.6007263702,248720.11705264068,279043.61538955837,287811.1607023347,3423_NAMPT,960979.0480752109,271858.297714845,-1.82165011367179,-3.53485273818346,3423_NAMPT,1.3268247479696902e-09,3.5628128884612104e-07,high,8.877186436605044,P43490;A0A0C4DFS8;C9JF35;C9JG65,P43490;A0A0C4DFS8,25;16;2;2,25;16;2;2,25;16;2;2,Nicotinamide phosphoribosyltransferase,NAMPT,sp|P43490|NAMPT_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1;tr|A0A0C4DFS8|A0A0C4DFS8_HUMAN Nicotinamide phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=NAMPT PE=1 SV=1,4,25,25,25,25,25,25,56.2,56.2,56.2,55.52,491,491;368;60;88,0.0,125.49,NAMPT_HUMAN,NAMPT_HUMAN,P43490,NAMPT_HUMAN,Nicotinamide phosphoribosyltransferase (NAmPRTase) (Nampt) (EC 2.4.2.12) (Pre-B-cell colony-enhancing factor 1) (Pre-B cell-enhancing factor) (Visfatin),NAMPT PBEF PBEF1,Homo sapiens (Human),491,,,
83,23032.293308072378,21268.48826710641,19255.12527016086,4921.351031647197,5839.3280352987,6123.314806346486,3467_TFPI2,21185.3022817799,5627.99795776413,-1.91237000371946,-3.76426971736079,3467_TFPI2,1.78569213665582e-07,5.1295044818541195e-06,high,6.748193413799376,P48307;A0A3B3ISY1;A0A3B3IRW1;A0A3B3IS67;H7C4A3,P48307;A0A3B3ISY1;A0A3B3IRW1;A0A3B3IS67,6;4;4;4;2,6;4;4;4;2,6;4;4;4;2,Tissue factor pathway inhibitor 2,TFPI2,sp|P48307|TFPI2_HUMAN Tissue factor pathway inhibitor 2 OS=Homo sapiens OX=9606 GN=TFPI2 PE=1 SV=1;tr|A0A3B3ISY1|A0A3B3ISY1_HUMAN Tissue factor pathway inhibitor 2 (Fragment) OS=Homo sapiens OX=9606 GN=TFPI2 PE=1 SV=1;tr|A0A3B3IRW1|A0A3B3IRW1_HUMAN Tissue ,5,6,6,6,6,6,6,26.0,26.0,26.0,26.934,235,235;161;169;241;107,0.0,21.705,TFPI2_HUMAN,TFPI2_HUMAN,P48307,TFPI2_HUMAN,Tissue factor pathway inhibitor 2 (TFPI-2) (Placental protein 5) (PP5),TFPI2,Homo sapiens (Human),235,,,"SIGNAL 1 22 {ECO:0000269|PubMed:3276312, ECO:0000269|PubMed:7872799}."
84,709908.0950560957,639679.2846136012,662592.1449956177,265024.9738521049,298340.63799019373,283377.87647648016,3479_NES,670726.508221772,282247.829439593,-1.2487621345405802,-2.37637437125206,3479_NES,2.4036700714611402e-08,1.2797471001158599e-06,high,7.619125143980924,P48681,P48681,61,61,61,Nestin,NES,sp|P48681|NEST_HUMAN Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2,1,61,61,61,61,61,61,40.0,40.0,40.0,177.44,1621,1621,0.0,323.31,NEST_HUMAN,NEST_HUMAN,P48681,NEST_HUMAN,Nestin,NES Nbla00170,Homo sapiens (Human),1621,,,
85,257286.23686752914,281214.14465205156,277360.607379198,20706.852353715974,33139.43270932351,32223.027907392545,3596_STC1,271953.66296626,28689.770990144,-3.24475250044644,-9.479115851419161,3596_STC1,6.49237234106811e-08,2.5703135627203e-06,high,7.1875965811079405,P52823,P52823,5,5,5,Stanniocalcin-1,STC1,sp|P52823|STC1_HUMAN Stanniocalcin-1 OS=Homo sapiens OX=9606 GN=STC1 PE=1 SV=1,1,5,5,5,5,5,5,20.2,20.2,20.2,27.621,247,247,0.0,11.013,STC1_HUMAN,STC1_HUMAN,P52823,STC1_HUMAN,Stanniocalcin-1 (STC-1),STC1 STC,Homo sapiens (Human),247,,,SIGNAL 1 17 {ECO:0000269|PubMed:15340161}.
86,61507.97660902057,59598.51107815533,62012.88166508219,27620.364261971692,28612.924087572916,28732.18357325936,3654_CDH6,61039.789784085995,28321.823974267998,-1.10783581320077,-2.1552209998743104,3654_CDH6,1.68384125795647e-08,1.08115490178608e-06,high,7.773698853479542,P55285;D6RF86;D6RJG0;Q9Y6N8;Q9ULB4,P55285;D6RF86,9;7;1;1;1,9;7;1;1;1,9;7;1;1;1,Cadherin-6,CDH6,sp|P55285|CADH6_HUMAN Cadherin-6 OS=Homo sapiens OX=9606 GN=CDH6 PE=1 SV=1;tr|D6RF86|D6RF86_HUMAN Cadherin-6 OS=Homo sapiens OX=9606 GN=CDH6 PE=1 SV=1,5,9,9,9,9,9,9,10.6,10.6,10.6,88.30799999999999,790,790;608;436;788;789,0.0,21.499000000000002,CADH6_HUMAN,CADH6_HUMAN,P55285,CADH6_HUMAN,Cadherin-6 (Kidney cadherin) (K-cadherin),CDH6,Homo sapiens (Human),790,TRANSMEM 616 636 Helical. {ECO:0000255}.,,SIGNAL 1 18 {ECO:0000255}.
87,104161.41805171757,132982.68126270367,127237.49241878456,46857.77955357972,55385.658471091105,52954.748225384516,3668_ITGA1,121460.530577735,51732.728750018396,-1.23133837985738,-2.34784697255491,3668_ITGA1,2.5355890909104e-06,3.09482178368826e-05,high,5.595921125399671,P56199,P56199,11,11,11,Integrin alpha-1,ITGA1,sp|P56199|ITA1_HUMAN Integrin alpha-1 OS=Homo sapiens OX=9606 GN=ITGA1 PE=1 SV=2,1,11,11,11,11,11,11,8.5,8.5,8.5,130.85,1179,1179,0.0,24.39,ITA1_HUMAN,ITA1_HUMAN,P56199,ITA1_HUMAN,Integrin alpha-1 (CD49 antigen-like family member A) (Laminin and collagen receptor) (VLA-1) (CD antigen CD49a),ITGA1,Homo sapiens (Human),1179,TRANSMEM 1142 1164 Helical. {ECO:0000255}.,,SIGNAL 1 28 {ECO:0000255}.
88,38211.983508412195,27785.086186524033,26239.287064771754,5214.396359792507,4601.322273825323,6727.533278982827,3842_CCL20,30745.452253236002,5514.417304200219,-2.4790926757236402,-5.57546709963677,3842_CCL20,1.01679324594979e-06,1.6817180711760597e-05,high,5.992767347246022,P78556,P78556,3,3,3,C-C motif chemokine 20;CCL20(1-67);CCL20(1-64);CCL20(2-70),CCL20,sp|P78556|CCL20_HUMAN C-C motif chemokine 20 OS=Homo sapiens OX=9606 GN=CCL20 PE=1 SV=1,1,3,3,3,3,3,3,16.7,16.7,16.7,10.762,96,96,0.00035348,3.3075,CCL20_HUMAN,CCL20_HUMAN,P78556,CCL20_HUMAN,C-C motif chemokine 20 (Beta-chemokine exodus-1) (CC chemokine LARC) (Liver and activation-regulated chemokine) (Macrophage inflammatory protein 3 alpha) (MIP-3-alpha) (Small-inducible cytokine A20) [Cleaved into: CCL20(1-67); CCL20(1-64); CCL20(2-70)],CCL20 LARC MIP3A SCYA20,Homo sapiens (Human),96,,,SIGNAL 1 26 {ECO:0000269|PubMed:9038201}.
89,3158.558443597201,3178.2072255483054,4066.860756116217,670.5938134152792,512.7090760698102,966.8865672096728,3868_TNFAIP6,3467.87547508724,716.7298188982539,-2.27455081210938,-4.83846964874157,3868_TNFAIP6,1.8362552854209198e-05,0.0001455803933602,high,4.736066941139965,P98066,P98066,1,1,1,Tumor necrosis factor-inducible gene 6 protein,TNFAIP6,sp|P98066|TSG6_HUMAN Tumor necrosis factor-inducible gene 6 protein OS=Homo sapiens OX=9606 GN=TNFAIP6 PE=1 SV=2,1,1,1,1,1,1,1,5.4,5.4,5.4,31.203000000000003,277,277,0.00035082,3.2342,TSG6_HUMAN,TSG6_HUMAN,P98066,TSG6_HUMAN,Tumor necrosis factor-inducible gene 6 protein (Hyaluronate-binding protein) (TNF-stimulated gene 6 protein) (TSG-6) (Tumor necrosis factor alpha-induced protein 6) (TNF alpha-induced protein 6),TNFAIP6 TSG6,Homo sapiens (Human),277,,,SIGNAL 1 17 {ECO:0000269|PubMed:7516184}.
90,143330.2550930461,133951.76274364928,126604.0615539727,63253.160412744015,64268.130739459724,67181.38239563798,3883_NFKB2,134628.69313022302,64900.891182613894,-1.05267572752718,-2.07437356678837,3883_NFKB2,8.1294484013621e-08,2.9708564098705504e-06,high,7.089938921118312,Q00653;M0R119,Q00653,10;1,10;1,10;1,Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit,NFKB2,sp|Q00653|NFKB2_HUMAN Nuclear factor NF-kappa-B p100 subunit OS=Homo sapiens OX=9606 GN=NFKB2 PE=1 SV=4,2,10,10,10,10,10,10,12.0,12.0,12.0,96.74799999999999,900,900;68,0.0,40.173,NFKB2_HUMAN,NFKB2_HUMAN,Q00653,NFKB2_HUMAN,Nuclear factor NF-kappa-B p100 subunit (DNA-binding factor KBF2) (H2TF1) (Lymphocyte translocation chromosome 10 protein) (Nuclear factor of kappa light polypeptide gene enhancer in B-cells 2) (Oncogene Lyt-10) (Lyt10) [Cleaved into: Nuclear factor NF-kappa-B p52 subunit],NFKB2 LYT10,Homo sapiens (Human),900,,,
91,243620.9369043246,288016.7166163365,276551.2234963829,88904.10007356673,101450.70426808628,97095.77509579189,3890_AMPD3,269396.292339015,95816.8598124816,-1.49137855714962,-2.8115750491744,3890_AMPD3,5.4709137976595905e-08,2.26767541035877e-06,high,7.261940128120667,Q01432;E9PKC5;E9PIR5;E9PLK6;E9PPG2;P23109,Q01432;E9PKC5,15;12;3;3;2;1,14;12;3;3;2;1,14;12;3;3;2;1,AMP deaminase 3,AMPD3,sp|Q01432|AMPD3_HUMAN AMP deaminase 3 OS=Homo sapiens OX=9606 GN=AMPD3 PE=1 SV=1;tr|E9PKC5|E9PKC5_HUMAN AMP deaminase OS=Homo sapiens OX=9606 GN=AMPD3 PE=1 SV=1,6,15,14,14,15,14,14,18.6,17.5,17.5,88.811,767,767;677;212;267;111;780,0.0,35.391999999999996,AMPD3_HUMAN,AMPD3_HUMAN,Q01432,AMPD3_HUMAN,AMP deaminase 3 (EC 3.5.4.6) (AMP deaminase isoform E) (Erythrocyte AMP deaminase),AMPD3,Homo sapiens (Human),767,,,
92,10349.275072064416,9411.396315783499,10107.679770205428,3915.0603214930456,3840.088652777799,3996.1212978878693,3909_COL7A1,9956.117052684449,3917.0900907195705,-1.34580088219401,-2.5417125524563797,3909_COL7A1,4.4304402943573e-07,9.63464762603897e-06,high,6.353553111720962,Q02388,Q02388,5,5,5,Collagen alpha-1(VII) chain,COL7A1,sp|Q02388|CO7A1_HUMAN Collagen alpha-1(VII) chain OS=Homo sapiens OX=9606 GN=COL7A1 PE=1 SV=2,1,5,5,5,5,5,5,2.1,2.1,2.1,295.22,2944,2944,0.0,9.2944,CO7A1_HUMAN,CO7A1_HUMAN,Q02388,CO7A1_HUMAN,Collagen alpha-1(VII) chain (Long-chain collagen) (LC collagen),COL7A1,Homo sapiens (Human),2944,,,SIGNAL 1 16 {ECO:0000255}.
93,10690.201232414522,11380.056841928017,12089.145356946563,4599.569577573845,4892.190968982361,5654.150025358696,3922_TNFAIP2,11386.4678104297,5048.63685730497,-1.17335446403207,-2.25535488732061,3922_TNFAIP2,4.92622256904368e-06,5.20964907301606e-05,high,5.307485970425479,Q03169;H0YKI8,Q03169;H0YKI8,2;1,2;1,2;1,Tumor necrosis factor alpha-induced protein 2,TNFAIP2,sp|Q03169|TNAP2_HUMAN Tumor necrosis factor alpha-induced protein 2 OS=Homo sapiens OX=9606 GN=TNFAIP2 PE=2 SV=2;tr|H0YKI8|H0YKI8_HUMAN Tumor necrosis factor alpha-induced protein 2 OS=Homo sapiens OX=9606 GN=TNFAIP2 PE=1 SV=1,2,2,2,2,2,2,2,3.1,3.1,3.1,72.66,654,654;97,0.00018275,3.6817,TNAP2_HUMAN,TNAP2_HUMAN,Q03169,TNAP2_HUMAN,Tumor necrosis factor alpha-induced protein 2 (TNF alpha-induced protein 2) (Primary response gene B94 protein),TNFAIP2,Homo sapiens (Human),654,,,
94,77351.62521556708,86047.78494878767,83971.81831189372,37003.28831041741,39100.96893951002,39429.80606173983,4057_PAPPA,82457.0761587495,38511.354437222406,-1.0983594423379102,-2.14111078054041,4057_PAPPA,7.04015558235996e-08,2.71750005479094e-06,high,7.152417743157064,Q13219,Q13219,12,12,12,Pappalysin-1,PAPPA,sp|Q13219|PAPP1_HUMAN Pappalysin-1 OS=Homo sapiens OX=9606 GN=PAPPA PE=1 SV=3,1,12,12,12,12,12,12,9.3,9.3,9.3,180.97,1627,1627,0.0,28.357,PAPP1_HUMAN,PAPP1_HUMAN,Q13219,PAPP1_HUMAN,Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A),PAPPA,Homo sapiens (Human),1627,,,SIGNAL 1 22 {ECO:0000255}.
